Gender,YOB,Status,Type,Brand,Model,OS,Vendor,Week,Revenue
MALE,1992,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 5 (M1803E7SG),Android,Google,27,13.43
MALE,1978,ACTIVE,Prepaid,NOKIA,LUMIA 830 LTE-A (RM-984),Windows phone,Microsoft,27,13.90
FEMALE,1994,ACTIVE,Prepaid,HTC,EVO 3D X515,Android,Google,27,14.07
MALE,1996,ACTIVE,Prepaid,MAXIMUS,M115C,Proprietary OS,Proprietary OS,27,14.39
MALE,1980,ACTIVE,Prepaid,XIAOMI,REDMI 4A (2016111),Android,Google,27,14.40
FEMALE,1981,ACTIVE,Prepaid,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS,27,14.47
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GT-E1282T,Samsung OS,Samsung,27,14.58
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,27,14.65
MALE,1997,ACTIVE,Prepaid,LAVA,IRIS 505,Android,Google,27,14.78
MALE,1994,ACTIVE,Prepaid,LAVA,IRIS 820,Android,Google,27,14.97
FEMALE,1986,ACTIVE,Prepaid,SAMSUNG,SGH-P700,Samsung OS,Samsung,27,15.07
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,27,15.43
MALE,1994,ACTIVE,Prepaid,WALTON,PRIMO H6 LITE,Android,Google,27,15.60
MALE,1966,ACTIVE,Prepaid,SAMSUNG,GALAXY ACE STYLE (SM-G313HZ),Android,Google,27,15.68
MALE,1988,ACTIVE,Prepaid,SYMPHONY,P7,Android,Google,27,15.68
MALE,1990,ACTIVE,Prepaid,SYMPHONY,I50,Android,Google,27,15.86
MALE,1964,ACTIVE,Prepaid,SYMPHONY,"V50, H150, V80, B13, M1",Android,Google,27,15.97
MALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI 4X DUAL (MAT136),Android,Google,27,16.40
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google,27,16.45
MALE,1988,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-L03),Android,Google,27,16.57
FEMALE,1947,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,27,16.64
FEMALE,1984,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,27,16.70
MALE,1965,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,27,17.24
MALE,1992,ACTIVE,Prepaid,SYMPHONY,I10,Android,Google,27,17.46
MALE,1983,ACTIVE,Prepaid,STRAWBERRY,"DAISY, SUGAR, SB211, SAVOR,SCENT",Proprietary OS,Proprietary OS,27,17.48
MALE,1975,ACTIVE,Prepaid,LAVA,IRIS 605,Android,Google,27,17.50
MALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,27,17.54
MALE,1982,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google,27,17.66
MALE,1957,ACTIVE,Prepaid,SAMSUNG,GALAXY S III MINI GT-I8190,Android,Google,27,17.73
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,27,17.80
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY S8 PLUS DUOS (SM-G955FD),Android,Google,27,17.98
FEMALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,27,18.00
MALE,1982,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,27,18.04
MALE,1963,ACTIVE,Prepaid,SYMPHONY,"W67, F15, H50, B12",Android,Google,27,18.11
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,27,18.13
MALE,1982,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-U22),Android,Google,27,18.68
MALE,1992,ACTIVE,Prepaid,HUAWEI,Y5II (CUN-L03),Android,Google,27,19.12
MALE,1985,ACTIVE,Prepaid,NOKIA,230 DUAL SIM (RM-1172),Series30,Symbian,27,19.41
MALE,1994,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,27,19.72
FEMALE,1989,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,27,20.15
MALE,1990,ACTIVE,Prepaid,NOKIA,110,Series40,Symbian,27,20.54
MALE,1970,ACTIVE,Prepaid,OPPO,NEO 5,Android,Google,28,1.12
MALE,1964,ACTIVE,Prepaid,SYMPHONY,V49,Android,Google,28,1.41
MALE,1991,ACTIVE,Prepaid,OPPO,CPH1723,Android,Google,28,1.44
MALE,1982,ACTIVE,Prepaid,HUAWEI,Y541,Android,Google,28,1.49
MALE,1988,ACTIVE,Prepaid,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS,28,2.24
MALE,1983,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,28,2.86
MALE,1979,ACTIVE,Prepaid,NOKIA,105 SS (TA-1010),Proprietary OS,Proprietary OS,28,3.12
MALE,1988,ACTIVE,Prepaid,OPPO,CPH1723,Android,Google,28,3.26
MALE,1970,ACTIVE,Prepaid,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google,28,3.31
MALE,1989,ACTIVE,Prepaid,SYMPHONY,V120,Android,Google,28,3.71
MALE,1971,ACTIVE,Prepaid,HUAWEI,ASCEND G6-L11 LTE-A,Android,Google,28,3.76
MALE,1976,ACTIVE,Prepaid,NOKIA,1202,Symbian OS,Symbian,28,3.81
MALE,1984,ACTIVE,Prepaid,MICROSOFT,LUMIA 430 DUAL SIM (RM-1099),Windows phone,Microsoft,28,4.05
MALE,1985,ACTIVE,Prepaid,LAVA,GRAND2C,Android,Google,28,4.09
MALE,1966,ACTIVE,Prepaid,KINGSTAR,"KS-B20,KS-B21,KS-B23,KS-B24,KS-B25",Proprietary OS,Proprietary OS,28,4.10
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,28,4.79
MALE,1987,ACTIVE,Prepaid,WINMAX,"WX82 WX83,WX90,WX91",Android,Google,28,4.99
MALE,1975,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,28,5.28
FEMALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY YOUNG II (SM-G130H),Android,Google,28,5.32
MALE,1988,ACTIVE,Prepaid,HUAWEI,Y5 (2017),Android,Google,28,5.39
FEMALE,1977,ACTIVE,Prepaid,NOKIA,130,Proprietary OS,Proprietary OS,28,5.84
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google,28,5.88
MALE,1982,ACTIVE,Prepaid,LAVA,IRIS 60,Android,Google,28,6.14
MALE,1972,ACTIVE,Prepaid,SYMPHONY,"B9, FT34, B11I, H50",Proprietary OS,Proprietary OS,28,6.31
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND II DUOS (SM-G7102),Android,Google,28,6.35
FEMALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google,28,6.40
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,28,6.64
MALE,1977,ACTIVE,Prepaid,HUAWEI,ASCEND Y625-U32,Android,Google,28,6.80
MALE,1996,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,28,6.84
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google,28,6.87
MALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 ACE (SM-J106H DS),Android,Google,28,7.37
MALE,1995,ACTIVE,Prepaid,ITEL,S11,Android,Google,28,7.50
MALE,1999,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,28,7.53
MALE,1975,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google,28,7.71
MALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 (SM-J200GUDS),Android,Google,28,7.71
MALE,1974,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H),Android,Google,28,7.73
FEMALE,1962,ACTIVE,Prepaid,SYMPHONY,"W68Q, W91, ZIV",Android,Google,28,8.00
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google,28,8.13
MALE,1993,ACTIVE,Prepaid,ITEL,IT5020,Proprietary OS,Proprietary OS,28,8.19
MALE,1993,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,28,8.54
FEMALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google,28,8.57
FEMALE,1984,ACTIVE,Prepaid,NOKIA,105 DS (TA-1034),Symbian OS,Symbian,28,9.20
MALE,1986,ACTIVE,Prepaid,APPLE,IPHONE 6S (A1700),iOS,Apple,28,9.25
FEMALE,1994,ACTIVE,Prepaid,SYMPHONY,"L6, W86, D51I",Proprietary OS,Proprietary OS,28,9.89
FEMALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google,28,9.90
MALE,1985,ACTIVE,Prepaid,IMAX,"MX 115, MX 116, MX 117, MX 118, MX 119",Proprietary OS,Proprietary OS,28,9.95
MALE,1992,ACTIVE,Prepaid,SYMPHONY,"L30, W69Q, W17, H100",Proprietary OS,Proprietary OS,28,10.01
MALE,1983,ACTIVE,Prepaid,SYMPHONY,"B9I, W69, L20",Proprietary OS,Proprietary OS,28,10.06
MALE,1977,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 DUOS (SM-J200H),Android,Google,28,10.06
MALE,1993,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-L03),Android,Google,28,10.11
MALE,1988,ACTIVE,Prepaid,WINMAX,"WX14,WX15,WX16,WX17",Proprietary OS,Proprietary OS,28,10.30
FEMALE,1967,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,28,10.57
MALE,1975,ACTIVE,Prepaid,SYMPHONY,"V25, V55, V70, T54",Android,Google,28,10.69
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,28,10.93
MALE,1969,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google,28,10.94
MALE,1987,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,28,10.95
FEMALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google,28,11.02
MALE,1983,ACTIVE,Prepaid,WALTON,"PRIMO G5, HM, E4, F5, H4",Android,Google,28,11.05
MALE,1964,ACTIVE,Prepaid,OPPO,F1F SELFIE EXPERT,Android,Google,28,11.06
MALE,1977,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 MINI (SM-J105H DD),Android,Google,28,11.45
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,28,11.62
MALE,1984,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,28,11.76
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 DUOS HSPA (SM-J320FN),Android,Google,28,12.19
MALE,1965,ACTIVE,Prepaid,HTC,DESIRE 526G PLUS DUAL SIM (0PL4100),Android,Google,28,12.59
FEMALE,1972,ACTIVE,Prepaid,ITEL,IT2180,Proprietary OS,Proprietary OS,28,12.64
MALE,1985,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 PRIME DUOS (SM-G570F DS),Android,Google,28,12.70
FEMALE,1974,ACTIVE,Prepaid,PACIFIC,"NEXUS NX10, NX21, NX12, NX24,NX62",Proprietary OS,Proprietary OS,28,12.79
MALE,1982,ACTIVE,Prepaid,WALTON,PRIMO EF5 PLUS,Android,Google,28,13.95
MALE,1989,ACTIVE,Prepaid,APPLE,IPHONE 6 PLUS LTE-A (A1522),iOS,Apple,28,13.96
MALE,1998,ACTIVE,Prepaid,SAMSUNG,GALAXY S III (GT-I9300),Android,Google,28,14.13
FEMALE,1982,ACTIVE,Prepaid,HUAWEI,NOVA 2 LITE (LDN-LX2),Android,Google,28,14.29
MALE,1987,ACTIVE,Prepaid,APPLE,IPHONE 6S PLUS (A1634 TD-LTE),iOS,Apple,28,14.47
FEMALE,1952,ACTIVE,Prepaid,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian,28,14.49
MALE,1979,ACTIVE,Prepaid,HUAWEI,Y3II (LUA-L03),Android,Google,28,14.75
MALE,1980,ACTIVE,Prepaid,SYMPHONY,"T7 ULTRA, B12, P5",Android,Google,28,14.82
MALE,1985,ACTIVE,Prepaid,XIAOMI,REDMI 3S DUAL SIM TD-LTE (2016030),Android,Google,28,14.89
MALE,1985,ACTIVE,Prepaid,HUAWEI,Y5II (CUN-L03),Android,Google,28,15.07
MALE,1979,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,28,15.51
FEMALE,1968,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 (SM-J730F DS),Android,Google,28,15.60
MALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY O7 (SM-G600FY),Android,Google,28,15.63
MALE,1991,ACTIVE,Prepaid,SYMPHONY,P7,Android,Google,28,16.30
MALE,1984,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google,28,16.42
MALE,1988,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 4 (2016102),Android,Google,28,16.44
MALE,1970,ACTIVE,Prepaid,SAMSUNG,"J7 PRIME2 (SM-G611FF,DS)",Android,Google,28,16.57
MALE,1992,ACTIVE,Prepaid,SYMPHONY,ROAR E79,Android,Google,28,17.39
MALE,1980,ACTIVE,Prepaid,NOKIA,1680 CLASSIC,Symbian OS,Symbian,28,17.39
MALE,1990,ACTIVE,Prepaid,SYMPHONY,"BL50, W18, P5, A50",Proprietary OS,Proprietary OS,28,17.49
MALE,1977,ACTIVE,Prepaid,ERICSSON,BYTWO M25,Symbian OS,Symbian,28,17.99
MALE,1990,ACTIVE,Prepaid,HTC,ONE E9 PLUS DUAL SIM TD-LTE E9PT (HTC A55),Android,Google,28,18.38
MALE,1960,ACTIVE,Prepaid,ALCATEL,PIXI 4 (5010U),Android,Google,28,18.39
MALE,1975,ACTIVE,Prepaid,XIAOMI,REDMI 5A (MCG3B),Android,Google,28,18.93
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,28,19.21
MALE,1988,ACTIVE,Prepaid,NOKIA,105 (RM-1134),Symbian OS,Symbian,28,19.41
MALE,1962,ACTIVE,Prepaid,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS,28,19.51
MALE,1978,ACTIVE,Prepaid,HUAWEI,Y3 2017 (CRO-U00),Android,Google,28,19.51
MALE,1985,ACTIVE,Prepaid,ITEL,P11,Android,Google,28,19.53
MALE,1998,ACTIVE,Prepaid,SYMPHONY,V120,Android,Google,28,19.93
MALE,1982,ACTIVE,Prepaid,NOKIA,130,Proprietary OS,Proprietary OS,28,19.98
MALE,1982,ACTIVE,Prepaid,WALTON,PRIMO EF5,Android,Google,28,20.16
MALE,1984,ACTIVE,Prepaid,SYMPHONY,I10 PLUS,Android,Google,28,20.50
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google,28,21.34
MALE,1979,ACTIVE,Prepaid,LENOVO,IDEATAB A1000,Android,Google,29,0.60
MALE,1995,ACTIVE,Prepaid,WINMAX,"BD15,BD25,BD35,BD45",Symbian OS,Symbian,29,0.87
MALE,1969,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google,29,1.42
MALE,1977,ACTIVE,Prepaid,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS,29,1.70
MALE,1979,ACTIVE,Prepaid,SYMPHONY,H300,Android,Google,29,1.70
MALE,1993,ACTIVE,Prepaid,SAMSUNG,SGH-S8003 JET,Samsung OS,Samsung,29,1.87
MALE,1977,ACTIVE,Prepaid,HUAWEI,Y3 (CRO-U00),Android,Google,29,1.94
MALE,1990,ACTIVE,Prepaid,SYMPHONY,"W5, W100, B4I, B4",Android,Google,29,1.98
MALE,1991,ACTIVE,Prepaid,WINMAX,"BD33,BD77,BD90,BD95",Symbian OS,Symbian,29,2.12
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100F),Android,Google,29,2.28
MALE,1993,ACTIVE,Prepaid,SONY,XPERIA XA1 PLUS (G3412),Android,Google,29,2.28
MALE,1973,ACTIVE,Prepaid,SYMPHONY,"BL50, W18, P5, A50",Proprietary OS,Proprietary OS,29,2.37
MALE,1983,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,29,2.64
MALE,1947,ACTIVE,Prepaid,OPPO,CPH1801,Android,Google,29,3.45
MALE,1957,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,29,3.72
MALE,1994,ACTIVE,Prepaid,NOKIA,105 (RM-1134),Symbian OS,Symbian,29,3.95
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 2016 (SM-J510F DS),Android,Google,29,3.95
MALE,1973,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700HDS),Android,Google,29,4.05
FEMALE,1971,ACTIVE,Prepaid,AAMRA,WE B1,Android,Google,29,4.12
MALE,1989,ACTIVE,Prepaid,SYMPHONY,V32,Android,Google,29,4.19
MALE,1995,ACTIVE,Prepaid,NOKIA,5130 XPRESSMUSIC,Series40,Symbian,29,4.53
MALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY A3 LTE (SM-A300F DS),Android,Google,29,4.70
MALE,1981,ACTIVE,Prepaid,QUATRO MOBILE,F1453 PLUS,Android,Google,29,5.01
MALE,1988,ACTIVE,Prepaid,WALTON,PRIMO D8S,Android,Google,29,5.30
MALE,1989,ACTIVE,Prepaid,WALTON,PRIMO RM3,Android,Google,29,5.69
MALE,1992,ACTIVE,Prepaid,SYMPHONY,I10 PLUS,Android,Google,29,5.80
MALE,1992,ACTIVE,Prepaid,SYMPHONY,"E10, E60, ZVI",Android,Google,29,5.86
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710GN DS),Android,Google,29,6.38
MALE,1986,ACTIVE,Prepaid,HUAWEI,Y6 II DUAL SIM (CAM-L21),Android,Google,29,6.52
FEMALE,1978,ACTIVE,Prepaid,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google,29,6.84
MALE,1980,ACTIVE,Prepaid,MYCELL,"S1, S2, S3, S4, F2",Proprietary OS,Proprietary OS,29,7.58
MALE,1981,ACTIVE,Prepaid,SYMPHONY,"L30, W69Q, W17, H100",Proprietary OS,Proprietary OS,29,7.64
FEMALE,1968,ACTIVE,Prepaid,APPLE,IPHONE 5 (A1429),iOS,Apple,29,7.66
MALE,1995,ACTIVE,Prepaid,NOKIA,"ASHA 206,2060",Series40,Symbian,29,7.73
MALE,1992,ACTIVE,Prepaid,RANGS,"J103, J55, Z20, J4, Z09",Proprietary OS,Proprietary OS,29,7.75
FEMALE,1983,ACTIVE,Prepaid,SAMSUNG,"GALAXY S IV MINI (GT-I9190,GT-I9192)",Android,Google,29,7.96
MALE,1958,ACTIVE,Prepaid,SYMPHONY,FT10,Proprietary OS,Proprietary OS,29,8.29
MALE,1997,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google,29,9.00
FEMALE,1995,ACTIVE,Prepaid,QPHONE,"Q10,Q20,Q30,Q40,Q50",Proprietary OS,Proprietary OS,29,9.19
MALE,1963,ACTIVE,Prepaid,WALTON,PRIMO HM4 PLUS,Android,Google,29,9.20
MALE,1990,ACTIVE,Prepaid,NOKIA,105 SS (TA-1010),Proprietary OS,Proprietary OS,29,9.36
FEMALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,29,9.72
MALE,1987,ACTIVE,Prepaid,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian,29,10.44
MALE,1989,ACTIVE,Prepaid,SPORTS,"SP1, SP3, SP7, SP9, SP10",Proprietary OS,Proprietary OS,29,10.52
FEMALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,29,10.54
MALE,1986,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 4 (2016102),Android,Google,29,10.55
MALE,1971,ACTIVE,Prepaid,XIAOMI,REDMI NOTE 5A (MDG6),Android,Google,29,10.89
MALE,1983,ACTIVE,Prepaid,APPLE,IPHONE 7 PLUS (A1784),iOS,Apple,29,11.04
MALE,1991,ACTIVE,Prepaid,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google,29,11.20
MALE,1956,ACTIVE,Prepaid,NOKIA,130,Proprietary OS,Proprietary OS,29,11.27
MALE,1994,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google,29,11.28
MALE,1945,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,29,11.46
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google,29,11.95
MALE,1977,ACTIVE,Prepaid,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS,29,11.95
MALE,1983,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google,29,11.99
MALE,1968,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google,29,12.10
FEMALE,1973,ACTIVE,Prepaid,SYMPHONY,"L22, T49, D26, W70Q, V30",Proprietary OS,Proprietary OS,29,12.52
MALE,1972,ACTIVE,Prepaid,SYMPHONY,V75,Android,Google,29,12.63
FEMALE,1987,ACTIVE,Prepaid,WINSTAR,"WS101,WS102,WS103,WS104,WS105",Proprietary OS,Proprietary OS,29,12.72
MALE,1972,ACTIVE,Prepaid,WALTON,PRIMO RM2 MINI,Android,Google,29,12.79
FEMALE,1979,ACTIVE,Prepaid,APPLE,IPHONE 5 (A1429),iOS,Apple,29,12.87
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 PRIME DUOS (SM-G570F DS),Android,Google,29,13.11
MALE,1991,ACTIVE,Prepaid,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google,29,13.34
MALE,1986,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,29,13.38
MALE,1989,ACTIVE,Prepaid,ITEL,IT5600,Proprietary OS,Proprietary OS,29,13.39
MALE,1971,ACTIVE,Prepaid,SYMPHONY,E58,Android,Google,29,13.53
FEMALE,1992,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google,29,13.53
FEMALE,1992,SUSPEND,Prepaid,XIAOMI,REDMI NOTE 5A (MDG6),Android,Google,29,13.56
MALE,1995,ACTIVE,Prepaid,SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google,29,13.85
MALE,1987,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,29,13.97
MALE,1977,ACTIVE,Prepaid,HUAWEI,Y5 (2017),Android,Google,29,14.07
MALE,1993,ACTIVE,Prepaid,MICROMAX,X088,Proprietary OS,Proprietary OS,29,14.64
MALE,1989,ACTIVE,Prepaid,SYMPHONY,I50,Android,Google,29,14.83
MALE,1983,ACTIVE,Prepaid,HTC,DESIRE 816G Dual SIM,Android,Google,29,14.84
MALE,1979,ACTIVE,Prepaid,OPPO,A37 (A37FW),Android,Google,29,14.95
MALE,1987,ACTIVE,Prepaid,OPPO,F1s (A1601),Android,Google,29,15.01
MALE,1966,ACTIVE,Prepaid,HUAWEI,Y5II (CUN-L03),Android,Google,29,15.87
MALE,1977,ACTIVE,Prepaid,VIVO,Y53 (1606),Android,Google,29,16.13
FEMALE,1993,ACTIVE,Prepaid,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian,29,16.17
FEMALE,1991,ACTIVE,Prepaid,WALTON,"PRIMO X3MINI, ZXMINI, GF2, S3MINI, RX3",Android,Google,29,16.26
FEMALE,1983,ACTIVE,Prepaid,HUAWEI,Y6 PRIME 2018 (ATU-L31),Android,Google,29,16.50
MALE,1972,ACTIVE,Prepaid,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google,29,16.54
MALE,1981,ACTIVE,Prepaid,MAXIMUS,M100C,Proprietary OS,Proprietary OS,29,16.68
MALE,1978,ACTIVE,Prepaid,SAMSUNG,GALAXY ACE STYLE LTE (SM-G357FZ),Android,Google,29,17.53
MALE,1958,ACTIVE,Prepaid,SAMSUNG,SCH-W120,Samsung OS,Samsung,29,17.68
MALE,1951,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 2017 PRO (SM-J530F),Android,Google,29,17.70
FEMALE,1994,ACTIVE,Prepaid,SYMPHONY,D53,Proprietary OS,Proprietary OS,29,17.70
MALE,1989,ACTIVE,Prepaid,SAMSUNG,GALAXY GRAND DUOS (GT-I9082),Android,Google,29,17.81
FEMALE,1986,ACTIVE,Prepaid,ITEL,A13 PLUS,Android,Google,29,18.09
MALE,1991,ACTIVE,Prepaid,SYMPHONY,"B9, FT34, B11I, H50",Proprietary OS,Proprietary OS,29,18.75
MALE,1991,ACTIVE,Prepaid,SAMSUNG,GALAXY A3 (SM-A300HDS),Android,Google,29,19.02
MALE,1993,ACTIVE,Prepaid,NOKIA,"C1-01, C1 03",Symbian OS,Symbian,29,19.24
MALE,1990,ACTIVE,Prepaid,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung,29,19.30
MALE,1992,ACTIVE,Prepaid,SAMSUNG,"GALAXY S DUOS (GT-S7562,GT-S7566)",Android,Google,29,19.36
MALE,1971,ACTIVE,Prepaid,SB TEL,"SYMPHONY D29, L18, STUDIO 50",Proprietary OS,Proprietary OS,29,19.49
MALE,1995,ACTIVE,Prepaid,NOKIA,130,Proprietary OS,Proprietary OS,29,19.78
MALE,1959,ACTIVE,Prepaid,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google,29,19.86
MALE,1975,ACTIVE,Prepaid,HUAWEI,P8 LITE (ALE-L21) DUAL SIM LTE,Android,Google,29,19.91
MALE,1988,ACTIVE,Prepaid,WALTON,PRIMO GH7,Android,Google,29,19.98
MALE,1977,ACTIVE,Prepaid,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google,29,20.22
MALE,1988,ACTIVE,Prepaid,SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google,29,20.39
MALE,1966,ACTIVE,Prepaid,HTC,ONE E9 PLUS DUAL SIM TD-LTE E9PT (HTC A55),Android,Google,29,20.42
FEMALE,1979,ACTIVE,Prepaid,SYMPHONY,H120,Android,Google,29,20.46
